label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,7]
254016.ex1	[0,0,0,-5292,21168]	6 4 2
254016.ey1	[0,0,0,-28812,-268912]	6 4 2
254016.ez1	[0,0,0,-252,1008]	6 4 2
254016.fa1	[0,0,0,-481572,128616768]	6 4 2
254016.fb1	[0,0,0,-5292,14373072]	6 4 2
254016.fc1	[0,0,0,-96012,11451888]	6 4 2
254016.fc2	[0,0,0,629748,-384813072]	6 4 2
254016.fd1	[0,0,0,-147,1372]	6 4 2
254016.fe1	[0,0,0,-522732,-145481392]	6 4 2
254016.fe2	[0,0,0,1428,41552]	6 4 2
254016.ff1	[0,0,0,-6355692,6167529648]	6 4 2
254016.fg1	[0,0,0,-8558487,9652110552]	6 4 2
254016.fh1	[0,0,0,-5292,-1926288]	6 4 2
254016.fi1	[0,0,0,-146412,22275792]	6 4 2
254016.fj1	[0,0,0,-146412,-22275792]	6 4 2
254016.fk1	[0,0,0,-5292,-14373072]	6 4 2
254016.fl1	[0,0,0,-96012,-11451888]	6 4 2
254016.fl2	[0,0,0,629748,384813072]	6 4 2
254016.fm1	[0,0,0,-147,-1372]	6 4 2
254016.fn1	[0,0,0,-522732,145481392]	6 4 2
254016.fn2	[0,0,0,1428,-41552]	6 4 2
254016.fo1	[0,0,0,-6355692,-6167529648]	6 4 2
254016.fp1	[0,0,0,-8558487,-9652110552]	6 4 2
254016.fq1	[0,0,0,-5292,1926288]	6 4 2
254016.fr1	[0,0,0,-1092,13888]	6 4 2
254016.fs1	[0,0,0,-111132,9335088]	6 4 2
254016.ft1	[0,0,0,-5292,-21168]	6 4 2
254016.fu1	[0,0,0,-28812,268912]	6 4 2
254016.fv1	[0,0,0,-252,-1008]	6 4 2
254016.fw1	[0,0,0,-481572,-128616768]	6 4 2
254016.fx1	[0,0,0,-5292,-1037232]	6 4 2
254016.fy1	[0,0,0,-5292,-74088]	6 4 2
254016.fz1	[0,0,0,-2001132,-1089586512]	6 4 2
254016.fz2	[0,0,0,-5292,142128]	6 4 2
254016.ga1	[0,0,0,-10895052,13841784208]	6 4 2
254016.ga2	[0,0,0,-28812,-1805552]	6 4 2
254016.gb1	[0,0,0,6909588,1607166288]	6 4 2
254016.gc1	[0,0,0,-37044,2593080]	6 4 2
254016.gd1	[0,0,0,-84,-280]	6 4 2
254016.ge1	[0,0,0,-301644,70679952]	6 4 2
254016.gf1	[0,0,0,15876,-666792]	6 4 2
254016.gg1	[0,0,0,27636,5756912]	6 4 2
254016.gh1	[0,0,0,-37044,-3630312]	6 4 2
254016.gi1	[0,0,0,-2418444,-1468868688]	6 4 2
254016.gj1	[0,0,0,-25284,1665608]	6 4 2
254016.gk1	[0,0,0,-84,392]	6 4 2
254016.gl1	[0,0,0,27636,-5756912]	6 4 2
254016.gm1	[0,0,0,-37044,3630312]	6 4 2
254016.gn1	[0,0,0,-2418444,1468868688]	6 4 2
254016.go1	[0,0,0,-25284,-1665608]	6 4 2
254016.gp1	[0,0,0,-84,-392]	6 4 2
254016.gq1	[0,0,0,-301644,-70679952]	6 4 2
254016.gr1	[0,0,0,15876,666792]	6 4 2
254016.gs1	[0,0,0,-37044,-2593080]	6 4 2
254016.gt1	[0,0,0,-84,280]	6 4 2
254016.gu1	[0,0,0,-2079756,2991228912]	6 4 2
254016.gu2	[0,0,0,225204,-95880848]	6 4 2
254016.gv1	[0,0,0,-33516,-2914128]	6 4 2
254016.gv2	[0,0,0,248724,24745392]	6 4 2
254016.gw1	[0,0,0,-68796,-6964272]	6 4 2
254016.gw2	[0,0,0,1764,-49392]	6 4 2
254016.gx1	[0,0,0,-15876,762048]	6 4 2
254016.gy1	[0,0,0,-86436,-9680832]	6 4 2
254016.gz1	[0,0,0,-1444716,662791248]	6 4 2
254016.gz2	[0,0,0,-127596,-17018288]	6 4 2
254016.ha1	[0,0,0,-15876,666792]	6 4 2
254016.ha2	[0,0,0,-4116,-101528]	6 4 2
254016.hb1	[0,0,0,-14780556,10259261712]	6 4 2
254016.hb2	[0,0,0,-12475596,16960548752]	6 4 2
254016.hc1	[0,0,0,-2291436,-1335086928]	6 4 2
254016.hc2	[0,0,0,-33516,-1107792]	6 4 2
254016.hd1	[0,0,0,-23436,1339632]	6 4 2
254016.hd2	[0,0,0,-3276,-71568]	6 4 2
254016.he1	[0,0,0,3969,666792]	6 4 2
254016.hf1	[0,0,0,-4116,76832]	6 4 2
254016.hg1	[0,0,0,-756,-6048]	6 4 2
254016.hh1	[0,0,0,-174636,30672432]	6 4 2
254016.hh2	[0,0,0,13524,-60368]	6 4 2
254016.hi1	[0,0,0,-174636,-30672432]	6 4 2
254016.hi2	[0,0,0,13524,60368]	6 4 2
254016.hj1	[0,0,0,-4116,-76832]	6 4 2
254016.hk1	[0,0,0,-756,6048]	6 4 2
254016.hl1	[0,0,0,3969,-666792]	6 4 2
254016.hm1	[0,0,0,-1444716,-662791248]	6 4 2
254016.hm2	[0,0,0,-127596,17018288]	6 4 2
254016.hn1	[0,0,0,-15876,-666792]	6 4 2
254016.hn2	[0,0,0,-4116,101528]	6 4 2
254016.ho1	[0,0,0,-14780556,-10259261712]	6 4 2
254016.ho2	[0,0,0,-12475596,-16960548752]	6 4 2
254016.hp1	[0,0,0,-2291436,1335086928]	6 4 2
254016.hp2	[0,0,0,-33516,1107792]	6 4 2
254016.hq1	[0,0,0,-23436,-1339632]	6 4 2
254016.hq2	[0,0,0,-3276,71568]	6 4 2
254016.hr1	[0,0,0,-15876,-762048]	6 4 2
254016.hs1	[0,0,0,-86436,9680832]	6 4 2
254016.ht1	[0,0,0,-2079756,-2991228912]	6 4 2
254016.ht2	[0,0,0,225204,95880848]	6 4 2
254016.hu1	[0,0,0,-33516,2914128]	6 4 2
254016.hu2	[0,0,0,248724,-24745392]	6 4 2
254016.hv1	[0,0,0,-68796,6964272]	6 4 2
254016.hv2	[0,0,0,1764,49392]	6 4 2
254016.hw1	[0,0,0,-588,-27440]	6 4 2
254016.hx1	[0,0,0,-259308,-36303120]	6 4 2
254016.hy1	[0,0,0,-588,3920]	6 4 2
254016.hz1	[0,0,0,-588,13720]	6 4 2
254016.ia1	[0,0,0,-423948,94695440]	6 4 2
254016.ib1	[0,0,0,-77868,-7454160]	6 4 2
254016.ic1	[0,0,0,-423948,-94695440]	6 4 2
254016.id1	[0,0,0,-77868,7454160]	6 4 2
254016.ie1	[0,0,0,-588,-13720]	6 4 2
254016.if1	[0,0,0,-259308,36303120]	6 4 2
254016.ig1	[0,0,0,-588,-3920]	6 4 2
254016.ih1	[0,0,0,-588,27440]	6 4 2
338688.a1	[0,0,0,1176,43904]	8 3 2
338688.b1	[0,0,0,2646,-148176]	8 3 2
338688.c1	[0,0,0,-10584,592704]	8 3 2
338688.d1	[0,0,0,-294,-2744]	8 3 2
338688.e1	[0,0,0,-10584,-592704]	8 3 2
338688.f1	[0,0,0,-294,2744]	8 3 2
338688.g1	[0,0,0,1176,-43904]	8 3 2
338688.h1	[0,0,0,2646,148176]	8 3 2
338688.i1	[0,0,0,-2646,-148176]	8 3 2
338688.j1	[0,0,0,-1176,43904]	8 3 2
338688.k1	[0,0,0,-2646,52920]	8 3 2
338688.l1	[0,0,0,-518616,145212480]	8 3 2
338688.m1	[0,0,0,-14406,-672280]	8 3 2
338688.n1	[0,0,0,-1176,-15680]	8 3 2
338688.o1	[0,0,0,-12936,-1031744]	8 3 2
338688.p1	[0,0,0,-12936,1031744]	8 3 2
338688.q1	[0,0,0,-29106,-3482136]	8 3 2
338688.r1	[0,0,0,-29106,3482136]	8 3 2
338688.s1	[0,0,0,-2646,-52920]	8 3 2
338688.t1	[0,0,0,-518616,-145212480]	8 3 2
338688.u1	[0,0,0,-14406,672280]	8 3 2
338688.v1	[0,0,0,-1176,15680]	8 3 2
338688.w1	[0,0,0,-2646,148176]	8 3 2
338688.x1	[0,0,0,-1176,-43904]	8 3 2
338688.y1	[0,0,0,8232,-153664]	8 3 2
338688.z1	[0,0,0,1512,12096]	8 3 2
338688.ba1	[0,0,0,18522,518616]	8 3 2
338688.bb1	[0,0,0,42,-56]	8 3 2
338688.bc1	[0,0,0,-60858,-5778864]	8 3 2
338688.bd1	[0,0,0,-27048,1712256]	8 3 2
338688.be1	[0,0,0,-60858,5778864]	8 3 2
338688.bf1	[0,0,0,-27048,-1712256]	8 3 2
338688.bg1	[0,0,0,8232,153664]	8 3 2
338688.bh1	[0,0,0,1512,-12096]	8 3 2
338688.bi1	[0,0,0,18522,-518616]	8 3 2
338688.bj1	[0,0,0,42,56]	8 3 2
338688.bk1	[0,0,0,-92610,-10890936]	8 3 2
338688.bl1	[0,0,0,-840,-9408]	8 3 2
338688.bm1	[0,0,0,-10290,-403368]	8 3 2
338688.bn1	[0,0,0,-7560,-254016]	8 3 2
338688.bo1	[0,0,0,-210,1176]	8 3 2
338688.bp1	[0,0,0,-370440,87127488]	8 3 2
338688.bq1	[0,0,0,-1890,31752]	8 3 2
338688.br1	[0,0,0,-41160,3226944]	8 3 2
338688.bs1	[0,0,0,-840,9408]	8 3 2
338688.bt1	[0,0,0,-92610,10890936]	8 3 2
338688.bu1	[0,0,0,-7560,254016]	8 3 2
338688.bv1	[0,0,0,-10290,403368]	8 3 2
338688.bw1	[0,0,0,-370440,-87127488]	8 3 2
338688.bx1	[0,0,0,-210,-1176]	8 3 2
338688.by1	[0,0,0,-41160,-3226944]	8 3 2
338688.bz1	[0,0,0,-1890,-31752]	8 3 2
338688.ca1	[0,0,0,378,-1512]	8 3 2
338688.cb1	[0,0,0,2058,19208]	8 3 2
338688.cc1	[0,0,0,168,448]	8 3 2
338688.cd1	[0,0,0,74088,-4148928]	8 3 2
338688.ce1	[0,0,0,-6762,-214032]	8 3 2
338688.cf1	[0,0,0,-243432,46230912]	8 3 2
338688.cg1	[0,0,0,-6762,214032]	8 3 2
338688.ch1	[0,0,0,-243432,-46230912]	8 3 2
338688.ci1	[0,0,0,378,1512]	8 3 2
338688.cj1	[0,0,0,2058,-19208]	8 3 2
338688.ck1	[0,0,0,168,-448]	8 3 2
338688.cl1	[0,0,0,74088,4148928]	8 3 2
338688.cm1	[0,0,0,-294,-5488]	8 3 2
338688.cn1	[0,0,0,-10584,1185408]	8 3 2
338688.co1	[0,0,0,-57624,5378240]	8 3 2
338688.cp1	[0,0,0,-294,1960]	8 3 2
338688.cq1	[0,0,0,-10584,-423360]	8 3 2
338688.cr1	[0,0,0,-129654,-18151560]	8 3 2
338688.cs1	[0,0,0,-116424,27857088]	8 3 2
338688.ct1	[0,0,0,-116424,-27857088]	8 3 2
338688.cu1	[0,0,0,-3234,128968]	8 3 2
338688.cv1	[0,0,0,-3234,-128968]	8 3 2
338688.cw1	[0,0,0,-57624,-5378240]	8 3 2
338688.cx1	[0,0,0,-294,-1960]	8 3 2
338688.cy1	[0,0,0,-10584,423360]	8 3 2
338688.cz1	[0,0,0,-129654,18151560]	8 3 2
338688.da1	[0,0,0,-294,5488]	8 3 2
338688.db1	[0,0,0,-10584,-1185408]	8 3 2
338688.dc1	[0,0,0,10584,1185408]	8 3 2
338688.dd1	[0,0,0,294,-5488]	8 3 2
338688.de1	[0,0,0,-1176,21952]	8 3 2
338688.df1	[0,0,0,-2646,-74088]	8 3 2
338688.dg1	[0,0,0,-1176,-21952]	8 3 2
338688.dh1	[0,0,0,-2646,74088]	8 3 2
338688.di1	[0,0,0,10584,-1185408]	8 3 2
338688.dj1	[0,0,0,294,5488]	8 3 2
381024.a1	[0,0,0,-11907,277830]	5 5 2
381024.b1	[0,0,0,3528,82320]	5 5 2
381024.c1	[0,0,0,-31752,-2222640]	5 5 2
381024.d1	[0,0,0,3528,-82320]	5 5 2
381024.e1	[0,0,0,-31752,2222640]	5 5 2
381024.f1	[0,0,0,-11907,-277830]	5 5 2
381024.g1	[0,0,0,15876,-889056]	5 5 2
381024.h1	[0,0,0,-8379,76146]	5 5 2
381024.i1	[0,0,0,-8379,-76146]	5 5 2
381024.j1	[0,0,0,15876,889056]	5 5 2
381024.k1	[0,0,0,-1701,-27216]	5 5 2
381024.l1	[0,0,0,-9261,345744]	5 5 2
381024.m1	[0,0,0,-4536,117936]	5 5 2
381024.n1	[0,0,0,-441,-4116]	5 5 2
381024.o1	[0,0,0,-24696,-1498224]	5 5 2
381024.p1	[0,0,0,-245196,-49062720]	5 5 2
381024.q1	[0,0,0,-75411,-7970634]	5 5 2
381024.r1	[0,0,0,142884,-13335840]	5 5 2
381024.s1	[0,0,0,-95256,-14669424]	5 5 2
381024.t1	[0,0,0,-95256,14669424]	5 5 2
381024.u1	[0,0,0,-75411,7970634]	5 5 2
381024.v1	[0,0,0,142884,13335840]	5 5 2
381024.w1	[0,0,0,-245196,49062720]	5 5 2
381024.x1	[0,0,0,-4536,-117936]	5 5 2
381024.y1	[0,0,0,-441,4116]	5 5 2
381024.z1	[0,0,0,-24696,1498224]	5 5 2
381024.ba1	[0,0,0,-1701,27216]	5 5 2
381024.bb1	[0,0,0,-9261,-345744]	5 5 2
381024.bc1	[0,0,0,-47628,-5334336]	5 5 2
381024.bd1	[0,0,0,-1323,6174]	5 5 2
381024.be1	[0,0,0,-265923,52781526]	5 5 2
381024.bf1	[0,0,0,-265923,-52781526]	5 5 2
381024.bg1	[0,0,0,-1323,-6174]	5 5 2
381024.bh1	[0,0,0,-47628,5334336]	5 5 2
381024.bi1	[0,0,0,-68040,-6831216]	5 5 2
381024.bj1	[0,0,0,-7560,-253008]	5 5 2
381024.bk1	[0,0,0,-370440,86781744]	5 5 2
381024.bl1	[0,0,0,-3333960,2343107088]	5 5 2
381024.bm1	[0,0,0,-158760,-24350256]	5 5 2
381024.bn1	[0,0,0,-1428840,-657456912]	5 5 2
381024.bo1	[0,0,0,-158760,24350256]	5 5 2
381024.bp1	[0,0,0,-1428840,657456912]	5 5 2
381024.bq1	[0,0,0,-68040,6831216]	5 5 2
381024.br1	[0,0,0,-7560,253008]	5 5 2
381024.bs1	[0,0,0,-370440,-86781744]	5 5 2
381024.bt1	[0,0,0,-3333960,-2343107088]	5 5 2
381024.bu1	[0,0,0,-5292,-197568]	5 5 2
381024.bv1	[0,0,0,-11907,166698]	5 5 2
381024.bw1	[0,0,0,-2393307,1425101202]	5 5 2
381024.bx1	[0,0,0,-2393307,-1425101202]	5 5 2
381024.by1	[0,0,0,-11907,-166698]	5 5 2
381024.bz1	[0,0,0,-5292,197568]	5 5 2
381024.ca1	[0,0,0,-189,-1008]	5 5 2
381024.cb1	[0,0,0,-83349,9335088]	5 5 2
381024.cc1	[0,0,0,-504,4368]	5 5 2
381024.cd1	[0,0,0,-3969,-111132]	5 5 2
381024.ce1	[0,0,0,-222264,-40452048]	5 5 2
381024.cf1	[0,0,0,-2206764,-1324693440]	5 5 2
381024.cg1	[0,0,0,-678699,-215207118]	5 5 2
381024.ch1	[0,0,0,15876,-493920]	5 5 2
381024.ci1	[0,0,0,-10584,543312]	5 5 2
381024.cj1	[0,0,0,-10584,-543312]	5 5 2
381024.ck1	[0,0,0,-678699,215207118]	5 5 2
381024.cl1	[0,0,0,15876,493920]	5 5 2
381024.cm1	[0,0,0,-2206764,1324693440]	5 5 2
381024.cn1	[0,0,0,-504,-4368]	5 5 2
381024.co1	[0,0,0,-3969,111132]	5 5 2
381024.cp1	[0,0,0,-222264,40452048]	5 5 2
381024.cq1	[0,0,0,-189,1008]	5 5 2
381024.cr1	[0,0,0,-83349,-9335088]	5 5 2
381024.cs1	[0,0,0,1764,-32928]	5 5 2
381024.ct1	[0,0,0,-75411,2055942]	5 5 2
381024.cu1	[0,0,0,-75411,-2055942]	5 5 2
381024.cv1	[0,0,0,1764,32928]	5 5 2
381024.cw1	[0,0,0,-1323,10290]	5 5 2
381024.cx1	[0,0,0,31752,2222640]	5 5 2
381024.cy1	[0,0,0,-3528,-82320]	5 5 2
381024.cz1	[0,0,0,31752,-2222640]	5 5 2
381024.da1	[0,0,0,-3528,82320]	5 5 2
381024.db1	[0,0,0,-1323,-10290]	5 5 2
435456.a1	[0,0,0,-90072,-10393920]	8 5 1
435456.b1	[0,0,0,-2502,48120]	8 5 1
435456.c1	[0,0,0,-90072,10393920]	8 5 1
435456.d1	[0,0,0,-2502,-48120]	8 5 1
435456.e1	[0,0,0,-54,-96]	8 5 1
435456.f1	[0,0,0,-1944,20736]	8 5 1
435456.g1	[0,0,0,-54,96]	8 5 1
435456.h1	[0,0,0,-1944,-20736]	8 5 1
435456.i1	[0,0,0,-216,576]	8 5 1
435456.j1	[0,0,0,-486,-1944]	8 5 1
435456.k1	[0,0,0,-216,-576]	8 5 1
435456.l1	[0,0,0,-486,1944]	8 5 1
435456.m1	[0,0,0,-19208178,-32402010744]	8 5 1
435456.n1	[0,0,0,-8536968,9600595776]	8 5 1
435456.o1	[0,0,0,-19208178,32402010744]	8 5 1
435456.p1	[0,0,0,-8536968,-9600595776]	8 5 1
435456.q1	[0,0,0,-360,-768]	8 5 1
435456.r1	[0,0,0,-810,2592]	8 5 1
435456.s1	[0,0,0,-3240,20736]	8 5 1
435456.t1	[0,0,0,-90,-96]	8 5 1
435456.u1	[0,0,0,-3240,-20736]	8 5 1
435456.v1	[0,0,0,-90,96]	8 5 1
435456.w1	[0,0,0,-360,768]	8 5 1
435456.x1	[0,0,0,-810,-2592]	8 5 1
435456.y1	[0,0,0,-2134242,1200074472]	8 5 1
435456.z1	[0,0,0,-76832712,-259216085952]	8 5 1
435456.ba1	[0,0,0,-2134242,-1200074472]	8 5 1
435456.bb1	[0,0,0,-76832712,259216085952]	8 5 1
435456.bc1	[0,0,0,-1944,-15552]	8 5 1
435456.bd1	[0,0,0,-54,72]	8 5 1
435456.be1	[0,0,0,-1944,15552]	8 5 1
435456.bf1	[0,0,0,-54,-72]	8 5 1
435456.bg1	[0,0,0,-486,2592]	8 5 1
435456.bh1	[0,0,0,-216,-768]	8 5 1
435456.bi1	[0,0,0,-486,-2592]	8 5 1
435456.bj1	[0,0,0,-216,768]	8 5 1
435456.bk1	[0,0,0,-10008,384960]	8 5 1
435456.bl1	[0,0,0,-22518,-1299240]	8 5 1
435456.bm1	[0,0,0,-10008,-384960]	8 5 1
435456.bn1	[0,0,0,-22518,1299240]	8 5 1
508032.a1	[0,0,0,-31017,2102590]	7 4 2
508032.b1	[0,0,0,-1116612,-454159440]	7 4 2
508032.c1	[0,0,0,-31017,-2102590]	7 4 2
508032.d1	[0,0,0,-1116612,454159440]	7 4 2
508032.e1	[0,0,0,1176,10976]	7 4 2
508032.f1	[0,0,0,2646,-37044]	7 4 2
508032.g1	[0,0,0,-37044,-7260624]	7 4 2
508032.h1	[0,0,0,-189,-2646]	7 4 2
508032.i1	[0,0,0,-84,784]	7 4 2
508032.j1	[0,0,0,-1029,33614]	7 4 2
508032.k1	[0,0,0,-116424,-15706656]	7 4 2
508032.l1	[0,0,0,-116424,15706656]	7 4 2
508032.m1	[0,0,0,-3234,-72716]	7 4 2
508032.n1	[0,0,0,-3234,72716]	7 4 2
508032.o1	[0,0,0,-37044,7260624]	7 4 2
508032.p1	[0,0,0,-189,2646]	7 4 2
508032.q1	[0,0,0,-84,-784]	7 4 2
508032.r1	[0,0,0,-1029,-33614]	7 4 2
508032.s1	[0,0,0,1176,-10976]	7 4 2
508032.t1	[0,0,0,2646,37044]	7 4 2
508032.u1	[0,0,0,-756,-3024]	7 4 2
508032.v1	[0,0,0,-9261,-129654]	7 4 2
508032.w1	[0,0,0,-4116,38416]	7 4 2
508032.x1	[0,0,0,-21,14]	7 4 2
508032.y1	[0,0,0,-441,6174]	7 4 2
508032.z1	[0,0,0,-15876,-1333584]	7 4 2
508032.ba1	[0,0,0,-441,-6174]	7 4 2
508032.bb1	[0,0,0,-15876,1333584]	7 4 2
508032.bc1	[0,0,0,-756,3024]	7 4 2
508032.bd1	[0,0,0,-9261,129654]	7 4 2
508032.be1	[0,0,0,-4116,-38416]	7 4 2
508032.bf1	[0,0,0,-21,-14]	7 4 2
508032.bg1	[0,0,0,137592,15706656]	7 4 2
508032.bh1	[0,0,0,3822,-72716]	7 4 2
508032.bi1	[0,0,0,-484218,-129691044]	7 4 2
508032.bj1	[0,0,0,-215208,38426976]	7 4 2
508032.bk1	[0,0,0,-5733,191394]	7 4 2
508032.bl1	[0,0,0,-7938,-333396]	7 4 2
508032.bm1	[0,0,0,-3528,98784]	7 4 2
508032.bn1	[0,0,0,-206388,-41341104]	7 4 2
508032.bo1	[0,0,0,-5733,-191394]	7 4 2
508032.bp1	[0,0,0,-7938,333396]	7 4 2
508032.bq1	[0,0,0,-3528,-98784]	7 4 2
508032.br1	[0,0,0,-206388,41341104]	7 4 2
508032.bs1	[0,0,0,-484218,129691044]	7 4 2
508032.bt1	[0,0,0,-215208,-38426976]	7 4 2
508032.bu1	[0,0,0,137592,-15706656]	7 4 2
508032.bv1	[0,0,0,3822,72716]	7 4 2
508032.bw1	[0,0,0,6615,240786]	7 4 2
508032.bx1	[0,0,0,735,8918]	7 4 2
508032.by1	[0,0,0,26460,-1926288]	7 4 2
508032.bz1	[0,0,0,2940,-71344]	7 4 2
508032.ca1	[0,0,0,6615,-240786]	7 4 2
508032.cb1	[0,0,0,735,-8918]	7 4 2
508032.cc1	[0,0,0,26460,1926288]	7 4 2
508032.cd1	[0,0,0,2940,71344]	7 4 2
508032.ce1	[0,0,0,15288,581728]	7 4 2
508032.cf1	[0,0,0,34398,-1963332]	7 4 2
508032.cg1	[0,0,0,-53802,-4803372]	7 4 2
508032.ch1	[0,0,0,-1936872,1037528352]	7 4 2
508032.ci1	[0,0,0,-51597,5167638]	7 4 2
508032.cj1	[0,0,0,-882,-12348]	7 4 2
508032.ck1	[0,0,0,-31752,2667168]	7 4 2
508032.cl1	[0,0,0,-22932,-1531152]	7 4 2
508032.cm1	[0,0,0,-51597,-5167638]	7 4 2
508032.cn1	[0,0,0,-882,12348]	7 4 2
508032.co1	[0,0,0,-31752,-2667168]	7 4 2
508032.cp1	[0,0,0,-22932,1531152]	7 4 2
508032.cq1	[0,0,0,-53802,4803372]	7 4 2
508032.cr1	[0,0,0,-1936872,-1037528352]	7 4 2
508032.cs1	[0,0,0,15288,-581728]	7 4 2
508032.ct1	[0,0,0,34398,1963332]	7 4 2
508032.cu1	[0,0,0,-1029,-4802]	7 4 2
508032.cv1	[0,0,0,-84,-112]	7 4 2
508032.cw1	[0,0,0,-189,378]	7 4 2
508032.cx1	[0,0,0,-37044,1037232]	7 4 2
508032.cy1	[0,0,0,-3969,166698]	7 4 2
508032.cz1	[0,0,0,-1764,-49392]	7 4 2
508032.da1	[0,0,0,-3969,-166698]	7 4 2
508032.db1	[0,0,0,-1764,49392]	7 4 2
508032.dc1	[0,0,0,-1029,4802]	7 4 2
508032.dd1	[0,0,0,-84,112]	7 4 2
508032.de1	[0,0,0,-189,-378]	7 4 2
508032.df1	[0,0,0,-37044,-1037232]	7 4 2
508032.dg1	[0,0,0,10584,296352]	7 4 2
508032.dh1	[0,0,0,294,-1372]	7 4 2
508032.di1	[0,0,0,-21,-98]	7 4 2
508032.dj1	[0,0,0,-4116,-268912]	7 4 2
508032.dk1	[0,0,0,-9261,907578]	7 4 2
508032.dl1	[0,0,0,-756,21168]	7 4 2
508032.dm1	[0,0,0,-12936,581728]	7 4 2
508032.dn1	[0,0,0,-12936,-581728]	7 4 2
508032.do1	[0,0,0,-29106,1963332]	7 4 2
508032.dp1	[0,0,0,-29106,-1963332]	7 4 2
508032.dq1	[0,0,0,-21,98]	7 4 2
508032.dr1	[0,0,0,-4116,268912]	7 4 2
508032.ds1	[0,0,0,-9261,-907578]	7 4 2
508032.dt1	[0,0,0,-756,-21168]	7 4 2
508032.du1	[0,0,0,10584,-296352]	7 4 2
508032.dv1	[0,0,0,294,1372]	7 4 2
508032.dw1	[0,0,0,-124068,-16820720]	7 4 2
508032.dx1	[0,0,0,-279153,56769930]	7 4 2
508032.dy1	[0,0,0,-124068,16820720]	7 4 2
508032.dz1	[0,0,0,-279153,-56769930]	7 4 2
762048.a1	[0,0,0,-111132,15558480]	6 5 2
762048.b1	[0,0,0,-252,-1680]	6 5 2
762048.c1	[0,0,0,-2333772,1415821680]	6 5 2
762048.d1	[0,0,0,-5292,154350]	6 5 2
762048.e1	[0,0,0,-5292,-152880]	6 5 2
762048.f1	[0,0,0,-5292,-82320]	6 5 2
762048.g1	[0,0,0,-5292,246960]	6 5 2
762048.h1	[0,0,0,-882,10290]	6 5 2
762048.i1	[0,0,0,7938,-277830]	6 5 2
762048.j1	[0,0,0,-156492,-23814000]	6 5 2
762048.k1	[0,0,0,-852012,302526000]	6 5 2
762048.l1	[0,0,0,-156492,23814000]	6 5 2
762048.m1	[0,0,0,-852012,-302526000]	6 5 2
762048.n1	[0,0,0,-5292,-246960]	6 5 2
762048.o1	[0,0,0,-882,-10290]	6 5 2
762048.p1	[0,0,0,7938,277830]	6 5 2
762048.q1	[0,0,0,-5292,82320]	6 5 2
762048.r1	[0,0,0,-2333772,-1415821680]	6 5 2
762048.s1	[0,0,0,-5292,-154350]	6 5 2
762048.t1	[0,0,0,-5292,152880]	6 5 2
762048.u1	[0,0,0,-111132,-15558480]	6 5 2
762048.v1	[0,0,0,-252,1680]	6 5 2
762048.w1	[0,0,0,-3476844,-2495135664]	6 5 2
762048.w2	[0,0,0,-89964,5284944]	6 5 2
762048.x1	[0,0,0,441,4116]	6 5 2
762048.y1	[0,0,0,-725004,239403024]	6 5 2
762048.y2	[0,0,0,2238516,1265571216]	6 5 2
762048.z1	[0,0,0,-54684,4922736]	6 5 2
762048.z2	[0,0,0,15876,16447536]	6 5 2
762048.ba1	[0,0,0,756,7056]	6 5 2
762048.bb1	[0,0,0,333396,-65345616]	6 5 2
762048.bc1	[0,0,0,-301644,-16447536]	6 5 2
762048.bd1	[0,0,0,-301644,-63567504]	6 5 2
762048.bd2	[0,0,0,-19404,971376]	6 5 2
762048.be1	[0,0,0,-301644,63567504]	6 5 2
762048.be2	[0,0,0,-19404,-971376]	6 5 2
762048.bf1	[0,0,0,-22528044,40908578256]	6 5 2
762048.bf2	[0,0,0,-1783404,-880346544]	6 5 2
762048.bg1	[0,0,0,-22528044,-40908578256]	6 5 2
762048.bg2	[0,0,0,-1783404,880346544]	6 5 2
762048.bh1	[0,0,0,-936684,-356955984]	6 5 2
762048.bh2	[0,0,0,51156,-1992144]	6 5 2
762048.bi1	[0,0,0,-936684,356955984]	6 5 2
762048.bi2	[0,0,0,51156,1992144]	6 5 2
762048.bj1	[0,0,0,-301644,16447536]	6 5 2
762048.bk1	[0,0,0,-54684,-4922736]	6 5 2
762048.bk2	[0,0,0,15876,-16447536]	6 5 2
762048.bl1	[0,0,0,-725004,-239403024]	6 5 2
762048.bl2	[0,0,0,2238516,-1265571216]	6 5 2
762048.bm1	[0,0,0,756,-7056]	6 5 2
762048.bn1	[0,0,0,333396,65345616]	6 5 2
762048.bo1	[0,0,0,441,-4116]	6 5 2
762048.bp1	[0,0,0,-3476844,2495135664]	6 5 2
762048.bp2	[0,0,0,-89964,-5284944]	6 5 2
762048.bq1	[0,0,0,63504,889056]	6 5 2
762048.br1	[0,0,0,-333396,-74680704]	6 5 2
762048.bs1	[0,0,0,-756,8064]	6 5 2
762048.bt1	[0,0,0,-1444716,-89547696]	6 5 2
762048.bu1	[0,0,0,37044,-4033680]	6 5 2
762048.bv1	[0,0,0,6804,317520]	6 5 2
762048.bw1	[0,0,0,-113211756,583382988720]	6 5 2
762048.bx1	[0,0,0,-265356,7048944]	6 5 2
762048.by1	[0,0,0,-55566,5056506]	6 5 2
762048.bz1	[0,0,0,-15876,889056]	6 5 2
762048.ca1	[0,0,0,6804,-843696]	6 5 2
762048.cb1	[0,0,0,-15876,-769986]	6 5 2
762048.cc1	[0,0,0,-86436,9781674]	6 5 2
